stamp,open,high,low,close,volume
2020-09-13 22:00,11104.0,11125.75,11104.0,11104.25,209.0
2020-09-13 22:01,11104.25,11130.5,11104.0,11127.0,152.0
2020-09-13 22:02,11126.5,11128.0,11114.5,11115.25,70.0
2020-09-13 22:03,11118.5,11119.0,11107.75,11113.75,70.0
2020-09-13 22:04,11114.25,11122.75,11113.0,11120.0,82.0
2020-09-13 22:05,11118.75,11122.5,11116.0,11116.25,55.0
2020-09-13 22:06,11116.0,11116.75,11115.0,11116.5,29.0
2020-09-13 22:07,11116.75,11123.0,11116.75,11121.5,57.0
2020-09-13 22:08,11122.25,11131.25,11120.75,11129.75,100.0
2020-09-13 22:09,11130.75,11136.0,11129.5,11136.0,98.0
2020-09-13 22:10,11136.5,11140.0,11133.0,11133.5,73.0
2020-09-13 22:11,11133.5,11138.0,11132.5,11136.5,27.0
2020-09-13 22:12,11136.75,11138.5,11135.5,11137.25,30.0
2020-09-13 22:13,11137.0,11140.0,11135.5,11140.0,35.0
2020-09-13 22:14,11140.0,11149.25,11140.0,11147.5,105.0
2020-09-13 22:15,11148.0,11154.5,11145.0,11146.5,116.0
2020-09-13 22:16,11146.5,11149.25,11145.25,11145.25,40.0
2020-09-13 22:17,11145.75,11147.5,11145.25,11145.5,19.0
2020-09-13 22:18,11147.0,11148.75,11147.0,11148.5,16.0
2020-09-13 22:19,11148.0,11150.0,11148.0,11150.0,17.0
2020-09-13 22:20,11148.25,11150.0,11145.75,11146.0,64.0
2020-09-13 22:21,11147.25,11149.25,11146.25,11149.25,27.0
2020-09-13 22:22,11150.0,11151.75,11147.75,11149.0,41.0
2020-09-13 22:23,11148.75,11152.25,11148.75,11152.0,18.0
2020-09-13 22:24,11151.75,11151.75,11148.75,11149.5,20.0
2020-09-13 22:25,11149.25,11150.25,11146.75,11148.0,25.0
2020-09-13 22:26,11148.75,11150.25,11147.25,11147.25,11.0
2020-09-13 22:27,11147.0,11170.0,11147.0,11170.0,279.0
2020-09-13 22:28,11170.25,11172.0,11162.0,11164.25,78.0
2020-09-13 22:29,11163.75,11165.0,11160.25,11160.25,39.0
2020-09-13 22:30,11162.25,11175.0,11162.25,11170.0,178.0
2020-09-13 22:31,11171.25,11171.5,11169.0,11169.5,58.0
2020-09-13 22:32,11168.75,11170.25,11167.25,11169.25,28.0
2020-09-13 22:33,11169.5,11170.5,11166.5,11168.0,19.0
2020-09-13 22:34,11167.25,11169.0,11167.0,11168.25,20.0
2020-09-13 22:35,11169.75,11170.75,11166.75,11170.0,33.0
2020-09-13 22:36,11170.75,11171.0,11168.5,11170.0,32.0
2020-09-13 22:37,11169.0,11171.5,11164.75,11164.75,33.0
2020-09-13 22:38,11164.0,11168.0,11162.25,11164.0,51.0
2020-09-13 22:39,11163.75,11169.25,11163.75,11169.0,19.0
2020-09-13 22:40,11169.75,11170.5,11166.0,11170.25,37.0
2020-09-13 22:41,11171.25,11174.25,11169.25,11169.25,74.0
2020-09-13 22:42,11169.25,11182.5,11169.25,11177.25,109.0
2020-09-13 22:43,11178.5,11179.5,11175.0,11175.75,64.0
2020-09-13 22:44,11174.75,11177.25,11174.5,11175.75,49.0
2020-09-13 22:45,11177.25,11188.0,11175.25,11187.0,109.0
2020-09-13 22:46,11185.0,11189.75,11183.75,11188.25,55.0
2020-09-13 22:47,11187.75,11190.75,11187.75,11189.5,73.0
2020-09-13 22:48,11188.25,11189.5,11186.0,11186.75,32.0
2020-09-13 22:49,11186.5,11191.0,11186.5,11189.25,38.0
2020-09-13 22:50,11189.5,11198.5,11186.5,11187.75,147.0
2020-09-13 22:51,11186.5,11187.75,11185.0,11185.0,86.0
2020-09-13 22:52,11185.5,11186.25,11185.0,11185.25,22.0
2020-09-13 22:53,11185.25,11185.75,11184.25,11184.75,34.0
2020-09-13 22:54,11185.5,11186.0,11182.25,11183.5,39.0
2020-09-13 22:55,11184.0,11185.25,11184.0,11184.75,14.0
2020-09-13 22:56,11184.75,11184.75,11181.5,11181.5,30.0
2020-09-13 22:57,11182.0,11182.25,11176.75,11178.75,55.0
2020-09-13 22:58,11179.75,11179.75,11178.25,11179.0,14.0
2020-09-13 22:59,11179.25,11179.5,11177.75,11177.75,15.0
2020-09-13 23:00,11179.25,11183.75,11179.25,11182.75,53.0
2020-09-13 23:01,11184.0,11184.25,11180.0,11180.0,22.0
2020-09-13 23:02,11180.0,11180.0,11169.5,11171.5,123.0
2020-09-13 23:03,11171.0,11175.25,11170.75,11175.25,39.0
2020-09-13 23:04,11176.0,11176.0,11173.25,11173.25,13.0
2020-09-13 23:05,11172.5,11173.0,11169.5,11171.25,30.0
2020-09-13 23:06,11170.75,11172.0,11169.75,11171.0,26.0
2020-09-13 23:07,11170.5,11170.75,11168.0,11168.5,43.0
2020-09-13 23:08,11168.5,11172.25,11166.5,11171.5,59.0
2020-09-13 23:09,11172.25,11174.5,11170.25,11170.25,35.0
2020-09-13 23:10,11171.0,11173.25,11167.0,11168.25,34.0
2020-09-13 23:11,11167.25,11172.5,11166.5,11171.25,25.0
2020-09-13 23:12,11171.5,11173.0,11169.5,11171.0,93.0
2020-09-13 23:13,11171.5,11172.5,11164.25,11166.25,74.0
2020-09-13 23:14,11166.25,11168.5,11165.5,11168.5,27.0
2020-09-13 23:15,11168.0,11168.5,11165.5,11166.25,32.0
2020-09-13 23:16,11166.25,11168.0,11165.5,11166.25,34.0
2020-09-13 23:17,11167.0,11167.0,11163.75,11164.25,34.0
2020-09-13 23:18,11163.0,11163.75,11155.25,11155.25,107.0
2020-09-13 23:19,11155.75,11164.0,11155.0,11158.5,112.0
2020-09-13 23:20,11159.25,11166.5,11158.5,11165.25,51.0
2020-09-13 23:21,11164.5,11167.25,11163.25,11166.0,25.0
2020-09-13 23:22,11165.0,11165.75,11164.25,11165.5,10.0
2020-09-13 23:23,11166.0,11166.0,11165.0,11165.0,4.0
2020-09-13 23:24,11164.5,11167.5,11164.5,11164.5,23.0
2020-09-13 23:25,11164.5,11164.5,11164.25,11164.25,5.0
2020-09-13 23:26,11164.5,11168.0,11164.0,11168.0,31.0
2020-09-13 23:27,11167.0,11170.75,11167.0,11170.0,42.0
2020-09-13 23:28,11170.5,11171.75,11169.25,11170.5,31.0
2020-09-13 23:29,11170.75,11174.5,11170.0,11173.75,36.0
2020-09-13 23:30,11174.25,11176.0,11171.0,11174.5,35.0
2020-09-13 23:31,11173.75,11174.25,11171.5,11173.25,33.0
2020-09-13 23:32,11172.5,11173.0,11170.75,11171.0,44.0
2020-09-13 23:33,11170.25,11171.5,11169.0,11170.25,22.0
2020-09-13 23:34,11170.25,11172.0,11170.25,11172.0,7.0
2020-09-13 23:35,11173.0,11173.25,11172.25,11172.75,5.0
2020-09-13 23:36,11171.75,11174.0,11171.75,11174.0,6.0
2020-09-13 23:37,11173.75,11173.75,11167.5,11169.25,20.0
2020-09-13 23:38,11169.75,11171.25,11168.0,11170.25,37.0
2020-09-13 23:39,11170.0,11171.25,11169.75,11170.75,12.0
2020-09-13 23:40,11171.5,11171.75,11165.5,11168.25,60.0
2020-09-13 23:41,11166.5,11172.0,11166.5,11171.0,46.0
2020-09-13 23:42,11172.0,11173.25,11168.25,11171.5,14.0
2020-09-13 23:43,11171.5,11172.25,11169.75,11171.25,12.0
2020-09-13 23:44,11172.0,11172.0,11170.25,11171.25,10.0
2020-09-13 23:45,11171.0,11172.25,11167.25,11169.0,28.0
2020-09-13 23:46,11170.25,11172.75,11170.0,11170.75,32.0
2020-09-13 23:47,11170.25,11171.25,11170.0,11170.0,17.0
2020-09-13 23:48,11169.75,11169.75,11167.75,11169.5,8.0
2020-09-13 23:49,11169.5,11174.5,11169.5,11173.25,16.0
2020-09-13 23:50,11174.5,11188.25,11174.5,11183.75,161.0
2020-09-13 23:51,11184.25,11191.5,11184.25,11189.75,74.0
2020-09-13 23:52,11189.5,11193.5,11187.25,11188.0,73.0
2020-09-13 23:53,11188.25,11190.25,11183.75,11185.0,57.0
2020-09-13 23:54,11186.25,11190.25,11186.25,11188.0,24.0
2020-09-13 23:55,11187.5,11190.5,11185.5,11190.5,37.0
2020-09-13 23:56,11190.75,11191.0,11187.5,11188.25,34.0
2020-09-13 23:57,11189.0,11189.75,11187.75,11188.25,10.0
2020-09-13 23:58,11189.25,11190.25,11184.25,11186.0,65.0
2020-09-13 23:59,11185.0,11187.0,11183.5,11187.0,24.0
2020-09-14 00:00,11185.75,11188.0,11184.5,11185.75,37.0
2020-09-14 00:01,11185.25,11187.25,11183.75,11185.0,45.0
